Time Slot,Distance(m),FreeSpacePathLossWithoutAntennas(dB),Power(dBm),PathGain(dB),TransmissionLoss(dB),PathLoss(dB),ExcessPathLoss(dB),Phase(deg),FreeSpacePathLoss(dB),MeanTimeOfArrival(sec)
1332,589.407,93.8833,-109.495,-116.445,116.445,116.445,17.2516,167.956,99.1937,2.57E-06
1333,589.104,93.8788,-103.054,-110.004,110.004,110.004,10.7879,110.504,99.2165,2.48E-06
1334,588.801,93.8744,-102.989,-109.939,109.939,109.939,10.6988,110.946,99.2402,2.49E-06
1335,588.498,93.8699,-110.66,-117.611,117.611,117.611,18.3457,62.5673,99.2649,2.49E-06
1336,588.195,93.8654,-106.983,-113.934,113.934,113.934,14.6432,16.2434,99.2906,2.50E-06
1337,587.89,93.8609,-108.611,-115.561,115.561,115.561,16.2439,43.7937,99.3173,2.50E-06
1338,587.585,93.8564,-112.195,-119.145,119.145,119.145,19.8,67.6049,99.3452,2.50E-06
1339,587.28,93.8519,-117.613,-124.563,124.563,124.563,25.1888,-9.43123,99.3743,2.49E-06
1340,586.973,93.8473,-119.409,-126.36,126.36,126.36,26.9551,-28.9145,99.4045,2.48E-06
1341,586.666,93.8428,-111.977,-118.927,118.927,118.927,19.491,70.9866,99.436,2.42E-06
1342,586.359,93.8382,-106.948,-113.898,113.898,113.898,14.4292,70.3358,99.4691,2.45E-06
1343,586.05,93.8337,-108.607,-115.557,115.557,115.557,16.0539,120.596,99.5035,2.41E-06
1344,585.74,93.8291,-105.342,-112.292,112.292,112.292,12.7527,122.622,99.5394,2.36E-06
1345,585.43,93.8245,-108.952,-115.902,115.902,115.902,16.3248,-175.949,99.5772,2.23E-06
1346,585.119,93.8199,-111.959,-118.909,118.909,118.909,19.2924,-140.199,99.6165,2.25E-06
1347,584.807,93.8152,-113.775,-120.726,120.726,120.726,21.0679,-54.6371,99.6578,2.10E-06
1348,584.493,93.8106,-115.108,-122.058,122.058,122.058,22.3571,84.0662,99.7009,2.10E-06
1349,584.179,93.8059,-115.909,-122.859,122.859,122.859,23.1133,-171.735,99.7459,2.11E-06
1350,583.863,93.8012,-120.387,-127.337,127.337,127.337,27.5354,-22.3622,99.8019,2.10E-06
1351,583.546,93.7965,-119.455,-126.406,126.406,126.406,26.5399,175.226,99.8657,2.11E-06
1352,583.228,93.7917,-120.861,-127.812,127.812,127.812,27.8799,-69.0964,99.9316,2.11E-06
1353,582.909,93.787,-129.51,-136.46,136.46,136.46,36.461,177.024,99.9995,2.11E-06
1354,582.588,93.7822,-120.764,-127.715,127.715,127.715,27.6451,-77.5646,100.07,2.11E-06
1355,582.265,93.7774,-126.14,-133.091,133.091,133.091,32.9493,26.2138,100.142,2.11E-06
1356,581.942,93.7725,-120.856,-127.806,127.806,127.806,27.5905,-50.1592,100.216,2.11E-06
1357,581.616,93.7677,-116.246,-123.197,123.197,123.197,22.905,70.5117,100.292,2.11E-06
1358,581.289,93.7628,-117.873,-124.823,124.823,124.823,24.4533,175.749,100.37,2.11E-06
1359,580.96,93.7579,-122.276,-129.226,129.226,129.226,28.7759,-113.021,100.45,2.11E-06
1360,580.63,93.7529,-118.107,-125.057,125.057,125.057,24.5246,-79.8961,100.533,2.11E-06
1361,580.297,93.7479,-122.123,-129.073,129.073,129.073,28.4563,35.3978,100.617,2.11E-06
1362,579.963,93.7429,-122.934,-129.884,129.884,129.884,29.1809,-61.3173,100.703,2.11E-06
1363,579.627,93.7379,-117.207,-124.157,124.157,124.157,23.3657,49.7451,100.792,2.12E-06
1364,579.289,93.7328,-129.738,-136.688,136.688,136.688,35.8059,-82.1054,100.882,2.12E-06
1365,578.948,93.7277,-118.372,-125.322,125.322,125.322,24.3465,55.6407,100.976,2.05E-06
1366,578.605,93.7226,-124.009,-130.959,130.959,130.959,29.8963,141.698,101.063,2.04E-06
1367,578.26,93.7174,-122.557,-129.507,129.507,129.507,28.3572,154.385,101.15,2.08E-06
1368,577.913,93.7122,-115.522,-122.472,122.472,122.472,21.2325,3.68556,101.24,2.08E-06
1369,577.564,93.7069,-118.888,-125.838,125.838,125.838,24.5043,-123.126,101.334,2.08E-06
1370,577.212,93.7016,-123.907,-130.858,130.858,130.858,29.4262,152.508,101.432,2.08E-06
1371,576.857,93.6963,-121.445,-128.396,128.396,128.396,26.8622,-170.688,101.534,2.09E-06
1372,576.5,93.6909,-122.163,-129.114,129.114,129.114,27.4731,136.37,101.641,2.09E-06
1373,576.14,93.6855,-114.379,-121.33,121.33,121.33,19.577,85.3753,101.752,2.09E-06
1374,575.778,93.68,-115.806,-122.757,122.757,122.757,20.8867,11.578,101.87,2.09E-06
1375,575.412,93.6745,-130.75,-137.7,137.7,137.7,35.7067,20.1502,101.993,2.09E-06
1376,575.044,93.6689,-117.282,-124.232,124.232,124.232,22.0865,30.1668,102.146,2.10E-06
1377,574.672,93.6633,-113.139,-120.089,120.089,120.089,17.7264,-23.8317,102.363,2.10E-06
1378,574.298,93.6576,-118.999,-125.949,125.949,125.949,23.363,-146.621,102.586,2.00E-06
1379,573.92,93.6519,-131.013,-137.964,137.964,137.964,35.1476,-148.514,102.816,2.00E-06
1380,573.539,93.6462,-119.977,-126.927,126.927,126.927,23.8749,108.794,103.052,1.99E-06
1381,573.155,93.6403,-120.754,-127.704,127.704,127.704,24.4089,36.4453,103.295,1.98E-06
1382,572.767,93.6345,-122.201,-129.151,129.151,129.151,25.6069,-37.9988,103.544,1.98E-06
1383,572.376,93.6285,-129.989,-136.939,136.939,136.939,33.1393,-89.5936,103.8,1.97E-06
1384,571.982,93.6225,-123.955,-130.905,130.905,130.905,26.8428,-109.98,104.062,1.97E-06
1385,571.583,93.6165,-128.733,-135.684,135.684,135.684,31.3528,179.078,104.331,1.97E-06
1386,571.181,93.6104,-131.984,-138.934,138.934,138.934,34.3278,-174.563,104.607,1.97E-06
1387,570.775,93.6042,-133.571,-140.521,140.521,140.521,35.6323,-104.957,104.889,2.14E-06
1388,570.365,93.5979,-130.17,-137.12,137.12,137.12,31.9425,173.161,105.177,2.29E-06
1389,569.951,93.5916,-124.598,-131.549,131.549,131.549,26.0757,18.5934,105.473,2.14E-06
1390,569.533,93.5852,-126.705,-133.655,133.655,133.655,27.8795,-58.8208,105.776,2.13E-06
1391,569.11,93.5788,-133.597,-140.548,140.548,140.548,34.4621,168.507,106.086,2.14E-06
1392,568.684,93.5723,-133.449,-140.399,140.399,140.399,33.9963,74.6782,106.403,2.13E-06
1393,568.253,93.5657,-128.549,-135.5,135.5,135.5,28.7717,-25.6471,106.728,2.50E-06
1394,567.817,93.559,-129.893,-136.843,136.843,136.843,29.7824,175.17,107.061,2.14E-06
1395,567.378,93.5523,-133.27,-140.22,140.22,140.22,33.0284,136.497,107.192,2.14E-06
1396,566.933,93.5455,-141.509,-148.459,148.459,148.459,44.6395,170.547,103.82,2.14E-06
1397,566.485,93.5386,-135.761,-142.711,142.711,142.711,39.8656,-135.732,102.846,2.15E-06
1398,566.035,93.5317,-132.421,-139.371,139.371,139.371,36.7049,172.296,102.666,2.15E-06
1399,565.583,93.5248,-144.189,-151.139,151.139,151.139,48.6529,-131.737,102.486,2.17E-06
1400,565.128,93.5178,-125.84,-132.79,132.79,132.79,30.4809,-38.6585,102.309,2.38E-06
1401,564.671,93.5107,-127.17,-134.121,134.121,134.121,31.9841,-120.924,102.137,2.32E-06
1402,564.211,93.5037,-125.538,-132.488,132.488,132.488,30.5195,-103.553,101.969,2.18E-06
1403,563.75,93.4966,-134.435,-141.386,141.386,141.386,39.5806,-17.9951,101.805,2.19E-06
1404,563.288,93.4894,-127.434,-134.384,134.384,134.384,32.7385,11.9787,101.645,2.22E-06
1405,562.823,93.4823,-129.372,-136.323,136.323,136.323,34.8332,42.5022,101.49,2.21E-06
1406,562.358,93.4751,-121.477,-128.427,128.427,128.427,27.0668,-168.888,101.36,2.45E-06
1407,561.891,93.4679,-125.581,-132.532,132.532,132.532,31.2985,-163.018,101.233,2.41E-06
1408,561.423,93.4606,-123.125,-130.075,130.075,130.075,28.9679,-174.212,101.107,2.41E-06
1409,560.954,93.4534,-122.561,-129.511,129.511,129.511,28.5292,59.6868,100.982,2.23E-06
1410,560.484,93.4461,-121.688,-128.638,128.638,128.638,27.7794,-169.815,100.859,2.22E-06
1411,560.013,93.4388,-125.262,-132.212,132.212,132.212,31.4743,-78.5774,100.738,2.25E-06
1412,559.541,93.4314,-122.967,-129.917,129.917,129.917,29.2971,-55.8657,100.62,2.26E-06
1413,559.068,93.4241,-119.008,-125.959,125.959,125.959,25.4523,35.9978,100.506,1.99E-06
1414,558.595,93.4167,-123.032,-129.982,129.982,129.982,29.5857,-152.419,100.397,1.98E-06
1415,558.121,93.4094,-120.424,-127.374,127.374,127.374,27.0832,33.1582,100.291,1.98E-06
1416,557.647,93.402,-125.586,-132.536,132.536,132.536,32.3474,149.575,100.189,1.97E-06
1417,557.173,93.3946,-117.598,-124.548,124.548,124.548,24.4579,-11.0841,100.09,1.97E-06
1418,556.699,93.3872,-107.501,-114.452,114.452,114.452,14.4573,162.16,99.9944,1.88E-06
1419,556.224,93.3798,-110.035,-116.986,116.986,116.986,17.0846,-104.454,99.9011,1.88E-06
1420,555.749,93.3724,-115.15,-122.1,122.1,122.1,22.2903,-35.1619,99.8101,1.88E-06
1421,555.275,93.3649,-111.143,-118.094,118.094,118.094,18.3585,-7.17972,99.7353,1.88E-06
1422,554.8,93.3575,-114.772,-121.722,121.722,121.722,22.0394,71.37,99.6826,1.88E-06
1423,554.325,93.3501,-111.493,-118.444,118.444,118.444,18.8136,125.924,99.6303,1.89E-06
1424,553.851,93.3426,-111.441,-118.391,118.391,118.391,18.8127,-167.445,99.5782,1.89E-06
1425,553.377,93.3352,-110.512,-117.462,117.462,117.462,17.9357,-101.535,99.5265,1.89E-06
1426,552.903,93.3277,-111.934,-118.884,118.884,118.884,19.4088,-43.8057,99.4753,1.94E-06
1427,552.43,93.3203,-109.834,-116.784,116.784,116.784,17.3593,24.8345,99.4247,1.94E-06
1428,551.957,93.3129,-107.898,-114.848,114.848,114.848,15.4737,78.9681,99.3748,1.95E-06
1429,551.485,93.3054,-108.766,-115.716,115.716,115.716,16.3902,127.341,99.3258,1.95E-06
1430,551.014,93.298,-108.422,-115.372,115.372,115.372,16.0942,-178.012,99.2779,1.97E-06
1431,550.543,93.2906,-110.908,-117.859,117.859,117.859,18.6275,-93.5228,99.2311,1.99E-06
1432,550.073,93.2832,-107.719,-114.669,114.669,114.669,15.4833,-47.6497,99.1857,1.95E-06
1433,549.605,93.2757,-107.655,-114.605,114.605,114.605,15.4635,2.61068,99.1417,1.94E-06
1434,549.137,93.2683,-111.907,-118.857,118.857,118.857,19.7585,19.6753,99.099,1.93E-06
1435,548.669,93.261,-111.9,-118.85,118.85,118.85,19.7929,73.6413,99.0576,1.92E-06
1436,548.203,93.2536,-108.829,-115.779,115.779,115.779,16.7618,117.896,99.0174,1.92E-06
1437,547.738,93.2462,-109.227,-116.177,116.177,116.177,17.1988,177.751,98.9785,1.91E-06
1438,547.275,93.2388,-108.786,-115.736,115.736,115.736,16.7955,-153.335,98.9408,1.91E-06
1439,546.812,93.2315,-111.59,-118.54,118.54,118.54,19.6364,-129.252,98.9041,1.90E-06
1440,546.351,93.2242,-109.439,-116.39,116.39,116.39,17.5213,-96.1143,98.8684,1.90E-06
1441,545.892,93.2168,-109.428,-116.379,116.379,116.379,17.5449,-60.6238,98.8336,1.90E-06
1442,545.433,93.2095,-121.106,-128.056,128.056,128.056,29.2563,18.0614,98.7997,2.38E-06
1443,544.976,93.2023,-123.537,-130.487,130.487,130.487,31.7205,-109.005,98.7665,2.37E-06
1444,544.521,93.195,-129.902,-136.853,136.853,136.853,38.1291,-60.722,98.7234,2.37E-06
1445,544.067,93.1878,-100.922,-107.872,107.872,107.872,9.19064,-28.3747,98.6814,1.83E-06
1446,543.615,93.1805,-100.527,-107.477,107.477,107.477,8.83645,-13.5578,98.6406,1.83E-06
1447,543.164,93.1733,-100.109,-107.06,107.06,107.06,8.45886,-2.22073,98.6008,1.82E-06
1448,542.715,93.1661,-99.4128,-106.363,106.363,106.363,7.80101,-3.56639,98.5621,1.82E-06
1449,542.268,93.159,-99.5534,-106.504,106.504,106.504,7.97915,-10.1162,98.5246,1.82E-06
1450,541.823,93.1518,-100.252,-107.203,107.203,107.203,8.71465,-19.3987,98.4881,1.82E-06
1451,541.378,93.1447,-101.19,-108.14,108.14,108.14,9.68761,-25.9799,98.4528,1.82E-06
1452,540.936,93.1376,-99.4455,-106.396,106.396,106.396,7.97733,-40.6813,98.4186,1.82E-06
1453,540.496,93.1305,-99.6798,-106.63,106.63,106.63,8.2447,-63.2968,98.3855,1.82E-06
1454,540.058,93.1235,-99.8228,-106.773,106.773,106.773,8.41955,-92.1342,98.3536,1.82E-06
1455,539.621,93.1165,-99.8687,-106.819,106.819,106.819,8.49612,-116.726,98.3229,1.82E-06
1456,539.188,93.1095,-99.1274,-106.078,106.078,106.078,7.78425,-151.781,98.2935,1.81E-06
1457,538.755,93.1025,-99.5513,-106.502,106.502,106.502,8.23638,164.532,98.2652,1.81E-06
1458,538.325,93.0956,-99.3629,-106.313,106.313,106.313,8.07503,123.011,98.2382,1.81E-06
1459,537.897,93.0886,-100.021,-106.972,106.972,106.972,8.75931,67.7219,98.2125,1.81E-06
1460,537.471,93.0818,-99.0931,-106.043,106.043,106.043,7.85532,25.0447,98.1881,1.81E-06
1461,537.047,93.0749,-98.4036,-105.354,105.354,105.354,7.18893,-37.3844,98.165,1.81E-06
1462,536.626,93.0681,-99.323,-106.273,106.273,106.273,8.13023,-113.715,98.1432,1.81E-06
1463,536.207,93.0613,-100.357,-107.307,107.307,107.307,9.18456,-172.234,98.1226,1.81E-06
1464,535.79,93.0545,-99.7648,-106.715,106.715,106.715,8.61183,112.239,98.1034,1.81E-06
1465,535.375,93.0478,-98.2689,-105.219,105.219,105.219,7.13395,15.2606,98.0854,1.81E-06
1466,534.963,93.0411,-97.4208,-104.371,104.371,104.371,6.30251,-68.5065,98.0686,1.84E-06
1467,534.553,93.0345,-98.7853,-105.736,105.736,105.736,7.68255,-148.692,98.0531,1.84E-06
1468,534.146,93.0278,-98.6784,-105.629,105.629,105.629,7.59005,115.259,98.0388,1.84E-06
1469,533.741,93.0212,-102.942,-109.892,109.892,109.892,11.8665,-4.37488,98.0256,1.85E-06
1470,533.338,93.0147,-98.6085,-105.559,105.559,105.559,7.5452,-135.026,98.0136,1.86E-06
1471,532.939,93.0082,-96.0494,-103,103,103,4.997,128.629,98.0027,1.87E-06
1472,532.541,93.0017,-99.0006,-105.951,105.951,105.951,7.95801,30.146,97.9929,1.88E-06
1473,532.146,92.9952,-102.473,-109.423,109.423,109.423,11.439,-127.827,97.9842,1.89E-06
1474,531.754,92.9888,-97.3094,-104.26,104.26,104.26,6.28324,76.3247,97.9765,1.90E-06
1475,531.365,92.9825,-96.9133,-103.864,103.864,103.864,5.8938,-41.3467,97.9698,1.92E-06
1476,530.978,92.9762,-96.9905,-103.941,103.941,103.941,5.97677,176.635,97.9641,1.92E-06
1477,530.594,92.9699,-101.454,-108.404,108.404,108.404,10.445,-23.2936,97.9593,1.92E-06
1478,530.213,92.9636,-95.2757,-102.226,102.226,102.226,4.27056,-165.793,97.9555,1.91E-06
1479,529.834,92.9574,-97.2415,-104.192,104.192,104.192,6.23925,66.1033,97.9526,1.91E-06
1480,529.458,92.9512,-96.8502,-103.801,103.801,103.801,5.85002,-164.005,97.9505,1.91E-06
1481,529.085,92.9451,-92.8481,-99.7984,99.7984,99.7984,1.8491,52.2045,97.9493,1.91E-06
1482,528.715,92.939,-97.7347,-104.685,104.685,104.685,6.7361,-113.58,97.9489,1.95E-06
1483,528.347,92.933,-96.3462,-103.297,103.297,103.297,5.34718,-27.2386,97.9494,1.88E-06
1484,527.982,92.927,-93.5119,-100.462,100.462,100.462,2.51171,-165.207,97.9506,1.88E-06
1485,527.62,92.921,-113.87,-120.82,120.82,120.82,22.8676,-14.1098,97.9526,1.89E-06
1486,527.261,92.9151,-93.1709,-100.121,100.121,100.121,2.16596,85.4549,97.9553,1.89E-06
1487,526.905,92.9092,-94.5889,-101.539,101.539,101.539,3.59524,-81.1063,97.944,1.90E-06
1488,526.552,92.9034,-106.407,-113.357,113.357,113.357,15.4374,-57.49,97.9201,1.95E-06
1489,526.202,92.8976,-92.9831,-99.9334,99.9334,99.9334,2.03613,136.687,97.8973,1.96E-06
1490,525.855,92.8919,-106.054,-113.005,113.005,113.005,15.1292,-30.7883,97.8757,2.07E-06
1491,525.51,92.8862,-94.729,-101.679,101.679,101.679,3.82425,-32.7271,97.8551,2.07E-06
1492,525.169,92.8806,-100.705,-107.655,107.655,107.655,9.81968,124.337,97.8357,2.07E-06
1493,524.831,92.875,-94.6748,-101.625,101.625,101.625,3.80782,153.96,97.8174,2.07E-06
1494,524.495,92.8694,-96.0627,-103.013,103.013,103.013,5.21297,-45.1062,97.8001,2.08E-06
1495,524.163,92.8639,-95.5537,-102.504,102.504,102.504,4.73081,-11.0341,97.7733,2.05E-06
1496,523.834,92.8584,-101.296,-108.247,108.247,108.247,10.5086,102.52,97.7379,2.03E-06
1497,523.508,92.853,-96.0534,-103.004,103.004,103.004,5.29983,104.909,97.7039,2.02E-06
1498,523.185,92.8477,-97.8298,-104.78,104.78,104.78,7.10909,-153.295,97.6711,1.97E-06
1499,522.865,92.8424,-94.2262,-101.177,101.177,101.177,3.53697,-167.932,97.6396,1.96E-06
1500,522.549,92.8371,-94.2587,-101.209,101.209,101.209,3.59966,-39.9293,97.6094,1.95E-06
1501,522.235,92.8319,-93.7607,-100.711,100.711,100.711,3.13071,-60.7958,97.5803,1.93E-06
1502,521.924,92.8267,-111.049,-118,118,118,20.4472,5.3904,97.5524,1.92E-06
1503,521.618,92.8216,-93.7596,-100.71,100.71,100.71,3.18432,-1.8863,97.5257,1.93E-06
1504,521.314,92.8165,-96.363,-103.313,103.313,103.313,5.81326,-21.5394,97.5001,1.92E-06
1505,521.013,92.8115,-101.414,-108.365,108.365,108.365,10.8893,10.2973,97.4755,1.92E-06
1506,520.715,92.8066,-94.1557,-101.106,101.106,101.106,3.65406,16.6195,97.452,1.91E-06
1507,520.42,92.8016,-94.6356,-101.586,101.586,101.586,4.15636,-21.7064,97.4296,1.90E-06
1508,520.129,92.7968,-104.023,-110.973,110.973,110.973,13.5649,-29.5059,97.4082,1.90E-06
1509,519.841,92.792,-93.3848,-100.335,100.335,100.335,2.94734,-24.5573,97.3878,1.89E-06
1510,519.556,92.7872,-93.7183,-100.669,100.669,100.669,3.30032,-102.351,97.3684,1.88E-06
1511,519.275,92.7825,-99.1557,-106.106,106.106,106.106,8.75613,-168.897,97.3499,1.88E-06
1512,518.996,92.7778,-98.4522,-105.403,105.403,105.403,8.07023,-153.833,97.3323,1.88E-06
1513,518.721,92.7732,-93.9469,-100.897,100.897,100.897,3.58159,149.399,97.3157,1.88E-06
1514,518.449,92.7687,-92.7457,-99.6961,99.6961,99.6961,2.39621,50.8677,97.2999,1.87E-06
1515,518.18,92.7642,-92.6456,-99.596,99.596,99.596,2.31104,-55.2564,97.2849,1.87E-06
1516,517.915,92.7597,-95.072,-102.022,102.022,102.022,4.75151,-128.136,97.2709,1.87E-06
1517,517.654,92.7553,-103.28,-110.23,110.23,110.23,12.9726,-159.065,97.2576,1.87E-06
1518,517.395,92.751,-98.2753,-105.226,105.226,105.226,7.98047,119.266,97.2452,1.85E-06
1519,517.14,92.7467,-96.7197,-103.67,103.67,103.67,6.43659,-17.5284,97.2335,1.85E-06
1520,516.888,92.7425,-94.3562,-101.307,101.307,101.307,4.08404,-145.057,97.2225,1.85E-06
1521,516.639,92.7383,-90.8326,-97.7829,97.7829,97.7829,0.570606,89.1362,97.2123,1.84E-06
1522,516.394,92.7341,-90.0331,-96.9835,96.9835,96.9835,-0.219323,-37.7334,97.2028,1.84E-06
1523,516.152,92.7301,-91.6464,-98.5968,98.5968,98.5968,1.40278,-177.308,97.194,1.84E-06
1524,515.913,92.7261,-93.4726,-100.423,100.423,100.423,3.23708,39.6526,97.1859,1.75E-06
1525,515.678,92.7221,-94.5986,-101.549,101.549,101.549,4.37051,-121.455,97.1784,1.75E-06
1526,515.445,92.7182,-94.6038,-101.554,101.554,101.554,4.38257,56.2582,97.1716,1.75E-06
1527,515.216,92.7143,-93.2753,-100.226,100.226,100.226,3.0603,-122.476,97.1654,1.75E-06
1528,514.991,92.7105,-91.3974,-98.3477,98.3477,98.3477,1.18799,68.6287,97.1597,1.75E-06
1529,514.769,92.7068,-91.5631,-98.5134,98.5134,98.5134,1.35877,-108.306,97.1547,1.75E-06
1530,514.55,92.7031,-92.4341,-99.3845,99.3845,99.3845,2.23431,85.8524,97.1502,1.75E-06
1531,514.334,92.6994,-90.3153,-97.2656,97.2656,97.2656,0.119403,-101.316,97.1462,1.75E-06
1532,514.122,92.6958,-89.5848,-96.5352,96.5352,96.5352,-0.607624,48.1626,97.1428,1.75E-06
1533,513.913,92.6923,-87.6712,-94.6216,94.6216,94.6216,-2.51833,177.549,97.1399,1.75E-06
1534,513.708,92.6888,-96.5952,-103.546,103.546,103.546,6.40813,-18.2614,97.1375,1.75E-06
1535,513.505,92.6854,-94.6977,-101.648,101.648,101.648,4.51253,91.2561,97.1355,1.75E-06
1536,513.306,92.682,-92.7524,-99.7027,99.7027,99.7027,2.56871,-149.758,97.134,1.75E-06
1537,513.11,92.6787,-94.6188,-101.569,101.569,101.569,4.43622,-30.8179,97.1329,1.75E-06
1538,512.917,92.6755,-100.034,-106.985,106.985,106.985,9.85227,122.502,97.1323,1.75E-06
1539,512.728,92.6722,-98.2156,-105.166,105.166,105.166,8.03396,-121.944,97.132,1.74E-06
1540,512.542,92.6691,-96.1956,-103.146,103.146,103.146,6.01382,-161.243,97.1322,1.86E-06
1541,512.36,92.666,-100.496,-107.446,107.446,107.446,10.3133,-82.2985,97.1327,1.77E-06
1542,512.18,92.663,-103.07,-110.021,110.021,110.021,12.887,86.0402,97.1336,1.78E-06
1543,512.004,92.66,-100.168,-107.119,107.119,107.119,9.98391,133.517,97.1348,1.78E-06
1544,511.831,92.657,-102.926,-109.876,109.876,109.876,12.7396,-169.776,97.1363,1.75E-06
1545,511.662,92.6542,-98.1944,-105.145,105.145,105.145,8.0066,-65.0872,97.1381,1.76E-06
1546,511.495,92.6513,-99.2412,-106.192,106.192,106.192,9.05323,-70.2094,97.1383,1.76E-06
1547,511.332,92.6486,-103.028,-109.979,109.979,109.979,12.847,-66.9389,97.1318,1.76E-06
1548,511.172,92.6458,-95.4118,-102.362,102.362,102.362,5.23697,-22.7045,97.1252,1.77E-06
1549,511.015,92.6432,-90.7279,-97.6783,97.6783,97.6783,0.559502,-27.4192,97.1188,1.81E-06
1550,510.862,92.6406,-91.4086,-98.3589,98.3589,98.3589,1.2466,-39.4173,97.1123,1.81E-06
1551,510.712,92.638,-90.6946,-97.645,97.645,97.645,0.538996,-58.0368,97.106,1.80E-06
1552,510.564,92.6355,-88.1488,-95.0991,95.0991,95.0991,-2.00036,-93.3826,97.0995,1.80E-06
1553,510.42,92.633,-89.7263,-96.6766,96.6766,96.6766,-0.416382,-119.566,97.093,1.80E-06
1554,510.28,92.6307,-93.3574,-100.308,100.308,100.308,3.22134,-150.568,97.0865,1.81E-06
1555,510.142,92.6283,-92.7862,-99.7366,99.7366,99.7366,2.65668,164.836,97.0799,1.81E-06
1556,510.007,92.626,-90.9211,-97.8714,97.8714,97.8714,0.798299,128.158,97.0731,1.81E-06
1557,509.876,92.6238,-93.3833,-100.334,100.334,100.334,3.28839,69.2877,97.0453,1.81E-06
1558,509.748,92.6216,-92.0385,-98.9888,98.9888,98.9888,1.97689,-2.20827,97.0119,1.81E-06
1559,509.622,92.6195,-90.5791,-97.5294,97.5294,97.5294,0.551279,-51.4719,96.9781,1.81E-06
1560,509.5,92.6174,-89.9109,-96.8613,96.8613,96.8613,-0.0826744,-131.065,96.9439,1.81E-06
1561,509.381,92.6153,-88.0167,-94.967,94.967,94.967,-1.94232,130.642,96.9093,1.81E-06
1562,509.265,92.6134,-91.572,-98.5224,98.5224,98.5224,1.64812,21.2091,96.8743,1.81E-06
1563,509.152,92.6114,-95.5503,-102.501,102.501,102.501,5.66187,-79.1014,96.8388,1.82E-06
1564,509.042,92.6095,-95.4899,-102.44,102.44,102.44,5.63739,-104.995,96.8029,1.81E-06
1565,508.935,92.6077,-92.9779,-99.9283,99.9283,99.9283,3.16176,103.927,96.7665,1.82E-06
1566,508.83,92.6059,-94.2262,-101.177,101.177,101.177,4.44684,-4.55589,96.7297,1.82E-06
1567,508.729,92.6042,-104.624,-111.574,111.574,111.574,14.8818,-133.907,96.6924,1.81E-06
1568,508.631,92.6025,-92.5768,-99.5272,99.5272,99.5272,2.87252,144.191,96.6547,1.83E-06
1569,508.536,92.6009,-91.948,-98.8983,98.8983,98.8983,2.2818,-36.8147,96.6165,1.83E-06
1570,508.443,92.5993,-94.9264,-101.877,101.877,101.877,5.29888,161.427,96.5779,1.83E-06
1571,508.353,92.5978,-95.3535,-102.304,102.304,102.304,5.76506,-10.2518,96.5388,1.83E-06
1572,508.266,92.5963,-100.885,-107.835,107.835,107.835,11.3362,-72.113,96.4992,1.82E-06
1573,508.182,92.5949,-88.678,-95.6284,95.6284,95.6284,-0.830777,97.8602,96.4592,1.82E-06
1574,508.101,92.5935,-86.932,-93.8823,93.8823,93.8823,-2.53629,-96.488,96.4186,1.82E-06
1575,508.022,92.5921,-90.6063,-97.5567,97.5567,97.5567,1.17907,79.0801,96.3776,1.82E-06
1576,507.947,92.5908,-99.6451,-106.595,106.595,106.595,10.2594,-71.5391,96.3361,1.82E-06
1577,507.874,92.5896,-92.0935,-99.0438,99.0438,99.0438,2.74962,178.881,96.2942,1.85E-06
1578,507.803,92.5884,-87.2571,-94.2074,94.2074,94.2074,-2.04434,-55.1518,96.2518,1.85E-06
1579,507.735,92.5872,-88.1709,-95.1213,95.1213,95.1213,-1.08762,64.9027,96.2089,1.85E-06
1580,507.67,92.5861,-89.0042,-95.9546,95.9546,95.9546,-0.210935,-162.903,96.1655,1.85E-06
1581,507.607,92.585,-106.476,-113.426,113.426,113.426,17.3043,-20.9613,96.1217,1.85E-06
1582,507.547,92.584,-90.0105,-96.9608,96.9608,96.9608,0.883446,-123.918,96.0774,1.85E-06
1583,507.49,92.583,-88.4613,-95.4116,95.4116,95.4116,-0.620935,8.5767,96.0326,1.85E-06
1584,507.435,92.5821,-88.0641,-95.0145,95.0145,95.0145,-0.972835,119.43,95.9873,1.85E-06
1585,507.382,92.5812,-89.428,-96.3783,96.3783,96.3783,0.436729,-149.884,95.9416,1.85E-06
1586,507.332,92.5803,-94.2108,-101.161,101.161,101.161,5.26568,-25.2037,95.8955,1.85E-06
1587,507.284,92.5795,-95.0927,-102.043,102.043,102.043,6.19417,136.043,95.8489,1.85E-06
1588,507.238,92.5787,-103.521,-110.471,110.471,110.471,14.6693,-45.8576,95.8018,1.85E-06
1589,507.195,92.578,-93.7383,-100.689,100.689,100.689,4.93429,67.9657,95.7543,1.85E-06
1590,507.154,92.5773,-90.5993,-97.5497,97.5497,97.5497,1.84326,139.555,95.7064,1.85E-06
1591,507.116,92.5766,-88.1627,-95.1131,95.1131,95.1131,-0.544951,-123.015,95.658,1.84E-06
1592,507.079,92.576,-87.915,-94.8654,94.8654,94.8654,-0.743901,-43.3072,95.6093,1.84E-06
1593,507.045,92.5754,-89.2641,-96.2144,96.2144,96.2144,0.654298,26.9008,95.5601,1.85E-06
1594,507.013,92.5748,-90.3768,-97.3272,97.3272,97.3272,1.81667,101.315,95.5105,1.85E-06
